client_id,order_id,order_date,delivery_date,carrier,origin_city,destination_city,status,sku,product_category,quantity,unit_price_usd,order_value_usd,is_promo,promo_discount_pct,region,warehouse
CL-1010,ORD-2026-890273-0133,2025-01-19,2025-01-22,DHL,"Chicago, IL","Milwaukee, WI",delivered,MARKER-0148,MARKER,1,17.15,17.15,0,0,US-C,CHI-DC1
CL-1012,ORD-2026-395690-0134,2025-10-30,2025-11-03,Royal Mail,"San Francisco, CA","Boise, ID",delivered,BRUSH-0169,BRUSH,1,6.11,6.11,0,0,US-W,SFO-DC2
CL-1002,ORD-2026-855439-0135,2025-09-19,2025-09-23,UPS,"London, UK","Leeds, UK",delivered,PENCIL-0198,PENCIL,3,2.99,8.97,0,0,UK,LON-FC1
CL-1015,ORD-2026-249229-0136,2025-10-25,2025-10-29,UPS,"Dallas, TX","St. Louis, MO",delivered,CRAYON-0006,CRAYON,1,7.14,7.14,1,25,US-C,DFW-DC1
CL-1001,ORD-2026-309222-0137,2025-07-07,2025-07-13,DPD,"Berlin, DE","Zurich, CH",delivered,MARKER-0148,MARKER,2,19.57,39.14,0,0,EU,BER-FC1
CL-1030,ORD-2026-453433-0138,2025-01-20,2025-01-23,UPS,"Amsterdam, NL","Brussels, BE",delivered,CRAYON-0142,CRAYON,1,10.45,10.45,0,0,EU,AMS-FC1
CL-1022,ORD-2026-979794-0139,2025-04-07,2025-04-10,FedEx,"Amsterdam, NL","Hamburg, DE",delivered,PENCIL-0023,PENCIL,2,9.01,18.02,0,0,EU,AMS-FC1
CL-1030,ORD-2026-400821-0140,2025-03-23,2025-03-30,FedEx,"Amsterdam, NL","Hamburg, DE",delayed,PAINT-0066,PAINT,2,21.66,43.32,0,0,EU,AMS-FC1
CL-1004,ORD-2026-396287-0141,2025-12-05,2025-12-12,OnTrac,"Chicago, IL","Minneapolis, MN",delayed,PAINT-0048,PAINT,3,23.36,70.08,0,0,US-C,CHI-DC1
CL-1021,ORD-2026-866724-0142,2025-02-12,2025-02-17,LaserShip,"Atlanta, GA","Orlando, FL",delivered,CRAYON-0137,CRAYON,2,6.51,13.02,0,0,US-E,ATL-DC1
CL-1003,ORD-2026-884137-0143,2025-01-01,2025-01-02,FedEx,"Amsterdam, NL","Paris, FR",delivered,STICKER-0127,STICKER,1,4.31,4.31,0,0,EU,AMS-FC1
CL-1012,ORD-2026-836215-0144,2025-02-22,,USPS,"Chicago, IL","Milwaukee, WI",in_transit,STICKER-0104,STICKER,4,2.93,11.72,0,0,US-C,CHI-DC1
CL-1015,ORD-2026-961307-0145,2025-10-31,2025-11-02,UPS,"Los Angeles, CA","San Jose, CA",delivered,BOOK-0016,BOOK,2,18.31,36.62,0,0,US-W,LAX-DC1
CL-1026,ORD-2026-814914-0146,2025-09-26,2025-09-30,DHL,"Amsterdam, NL","Cologne, DE",delivered,BOOK-0164,BOOK,2,17.62,35.24,0,0,EU,AMS-FC1
CL-1015,ORD-2026-336934-0147,2025-10-03,2025-10-07,FedEx,"Newark, NJ","Baltimore, MD",delivered,BOOK-0086,BOOK,1,15.16,15.16,0,0,US-E,EWR-DC1
CL-1017,ORD-2026-728758-0148,2025-01-01,2025-01-03,LaserShip,"Amsterdam, NL","Paris, FR",delivered,BRUSH-0139,BRUSH,2,12.06,24.12,0,0,EU,AMS-FC1
CL-1018,ORD-2026-866532-0149,2025-12-08,2025-12-17,FedEx,"Los Angeles, CA","Phoenix, AZ",delayed,PENCIL-0003,PENCIL,4,5.69,22.76,0,0,US-W,LAX-DC1
CL-1004,ORD-2026-518457-0150,2025-05-21,2025-05-23,FedEx,"Chicago, IL","Cleveland, OH",delivered,MARKER-0067,MARKER,1,17,17,0,0,US-C,CHI-DC1
CL-1001,ORD-2026-163964-0151,2025-01-06,2025-01-11,DPD,"Amsterdam, NL","Cologne, DE",delivered,STICKER-0200,STICKER,3,7.98,23.94,0,0,EU,AMS-FC1
CL-1011,ORD-2026-620257-0152,2025-12-15,2025-12-18,USPS,"Chicago, IL","Milwaukee, WI",delivered,MARKER-0138,MARKER,7,21.79,152.53,0,0,US-C,CHI-DC1
CL-1018,ORD-2026-164980-0153,2025-09-11,2025-09-15,DPD,"Dallas, TX","Kansas City, MO",delivered,BOOK-0087,BOOK,1,17.99,17.99,0,0,US-C,DFW-DC1
CL-1002,ORD-2026-680912-0154,2025-06-03,2025-06-09,FedEx,"London, UK","Leeds, UK",delayed,BRUSH-0030,BRUSH,2,10.78,21.56,0,0,UK,LON-FC1
CL-1002,ORD-2026-818917-0155,2025-12-08,2025-12-12,DHL,"San Francisco, CA","Denver, CO",delivered,PENCIL-0135,PENCIL,3,6.52,19.56,0,0,US-W,SFO-DC2
CL-1017,ORD-2026-777416-0156,2025-12-24,2025-12-29,FedEx,"Newark, NJ","Boston, MA",delivered,MARKER-0117,MARKER,1,11.57,11.57,0,0,US-E,EWR-DC1
CL-1002,ORD-2026-151605-0157,2025-11-13,2025-11-19,GLS,"Dallas, TX","St. Louis, MO",delivered,BRUSH-0071,BRUSH,13,9.8,127.4,0,0,US-C,DFW-DC1
CL-1013,ORD-2026-693404-0158,2025-11-29,2025-12-02,USPS,"Newark, NJ","Boston, MA",delivered,PAINT-0037,PAINT,11,27.17,298.87,0,0,US-E,EWR-DC1
CL-1005,ORD-2026-878035-0159,2025-01-11,2025-01-14,UPS,"Newark, NJ","Washington, DC",delivered,PENCIL-0119,PENCIL,4,5.68,22.72,0,0,US-E,EWR-DC1
CL-1006,ORD-2026-922391-0160,2025-04-03,2025-04-07,OnTrac,"Chicago, IL","Minneapolis, MN",delivered,STICKER-0055,STICKER,4,3.44,13.76,0,0,US-C,CHI-DC1
CL-1001,ORD-2026-196220-0161,2025-08-27,2025-09-04,FedEx,"Berlin, DE","Warsaw, PL",delayed,STICKER-0038,STICKER,3,5.12,15.36,0,0,EU,BER-FC1
CL-1003,ORD-2026-323458-0162,2025-01-08,2025-01-15,UPS,"London, UK","Edinburgh, UK",delayed,BOOK-0017,BOOK,1,19.58,19.58,0,0,UK,LON-FC1
CL-1012,ORD-2026-332803-0163,2025-07-10,2025-07-16,FedEx,"Berlin, DE","Warsaw, PL",delivered,STICKER-0072,STICKER,3,5.59,16.77,0,0,EU,BER-FC1
CL-1001,ORD-2026-748699-0164,2025-10-03,2025-10-05,USPS,"San Francisco, CA","Sacramento, CA",delivered,CRAYON-0206,CRAYON,2,6.53,13.06,0,0,US-W,SFO-DC2
CL-1002,ORD-2026-583911-0165,2025-10-30,,UPS,"Amsterdam, NL","Paris, FR",in_transit,STICKER-0006,STICKER,9,7.91,71.19,0,0,EU,AMS-FC1
CL-1021,ORD-2026-669456-0166,2025-04-16,2025-04-19,FedEx,"Los Angeles, CA","Portland, OR",delivered,CRAYON-0137,CRAYON,1,5.99,5.99,0,0,US-W,LAX-DC1
CL-1001,ORD-2026-991338-0167,2025-08-31,2025-09-04,FedEx,"Amsterdam, NL","Cologne, DE",delivered,STICKER-0153,STICKER,1,7.75,7.75,0,0,EU,AMS-FC1
CL-1029,ORD-2026-779508-0168,2025-01-11,2025-01-23,UPS,"Atlanta, GA","Orlando, FL",exception,MARKER-0114,MARKER,1,17.54,17.54,0,0,US-E,ATL-DC1
CL-1008,ORD-2026-528139-0169,2025-04-21,2025-04-24,DHL,"Los Angeles, CA","Seattle, WA",delivered,PENCIL-0060,PENCIL,4,7.13,28.52,0,0,US-W,LAX-DC1
CL-1002,ORD-2026-217564-0170,2025-07-24,2025-07-28,DHL,"Atlanta, GA","Orlando, FL",delivered,MARKER-0212,MARKER,1,22.19,22.19,0,0,US-E,ATL-DC1
CL-1013,ORD-2026-666865-0171,2025-04-16,2025-04-21,FedEx,"Atlanta, GA","Tampa, FL",delivered,MARKER-0134,MARKER,1,13.32,13.32,0,0,US-E,ATL-DC1
CL-1007,ORD-2026-372310-0172,2025-03-27,2025-04-01,DHL,"Chicago, IL","Detroit, MI",delivered,CRAYON-0158,CRAYON,10,8.37,83.7,0,0,US-C,CHI-DC1
CL-1004,ORD-2026-896524-0173,2025-07-13,2025-07-15,DHL,"Dallas, TX","St. Louis, MO",delivered,PAINT-0093,PAINT,1,24.05,24.05,0,0,US-C,DFW-DC1
CL-1005,ORD-2026-266100-0174,2025-05-05,2025-05-09,Royal Mail,"Los Angeles, CA","Seattle, WA",delayed,PAPER-0186,PAPER,9,8.6,77.4,0,0,US-W,LAX-DC1
CL-1004,ORD-2026-393794-0175,2025-05-31,2025-06-06,FedEx,"Berlin, DE","Zurich, CH",delayed,PAPER-0075,PAPER,12,9.76,117.12,0,0,EU,BER-FC1
CL-1027,ORD-2026-457787-0176,2025-12-07,2025-12-11,UPS,"Atlanta, GA","Nashville, TN",delivered,PAINT-0017,PAINT,1,15.7,15.7,0,0,US-E,ATL-DC1
CL-1002,ORD-2026-269133-0177,2025-03-30,2025-04-02,FedEx,"Newark, NJ","Philadelphia, PA",delivered,BRUSH-0181,BRUSH,1,10.79,10.79,0,0,US-E,EWR-DC1
CL-1028,ORD-2026-647502-0178,2025-10-07,2025-10-09,OnTrac,"Newark, NJ","Boston, MA",delivered,STICKER-0194,STICKER,3,6.82,20.46,0,0,US-E,EWR-DC1
CL-1013,ORD-2026-298815-0179,2025-11-19,2025-11-20,Royal Mail,"Newark, NJ","New York, NY",delivered,STICKER-0165,STICKER,6,5.95,35.7,0,0,US-E,EWR-DC1
CL-1023,ORD-2026-518694-0180,2025-01-08,2025-01-13,UPS,"Berlin, DE","Prague, CZ",delivered,PAPER-0154,PAPER,5,13.27,66.35,0,0,EU,BER-FC1
CL-1001,ORD-2026-682573-0181,2025-11-21,,OnTrac,"Amsterdam, NL","Brussels, BE",in_transit,CRAYON-0068,CRAYON,3,7.99,23.97,0,0,EU,AMS-FC1
CL-1009,ORD-2026-399686-0182,2025-03-10,2025-03-12,DHL,"Los Angeles, CA","San Diego, CA",delivered,MARKER-0036,MARKER,2,20.93,41.86,0,0,US-W,LAX-DC1
CL-1005,ORD-2026-644578-0183,2025-06-25,2025-06-28,Royal Mail,"Atlanta, GA","Orlando, FL",delivered,PAINT-0122,PAINT,6,27.69,166.14,0,0,US-E,ATL-DC1
CL-1027,ORD-2026-111516-0184,2025-01-27,2025-01-30,DHL,"Newark, NJ","Baltimore, MD",delivered,PAPER-0075,PAPER,5,12.06,60.3,0,0,US-E,EWR-DC1
CL-1013,ORD-2026-244264-0185,2025-01-08,2025-01-10,FedEx,"San Francisco, CA","Sacramento, CA",delivered,PAPER-0079,PAPER,5,14.03,70.15,0,0,US-W,SFO-DC2
CL-1009,ORD-2026-509758-0186,2025-06-12,2025-06-14,FedEx,"London, UK","Glasgow, UK",delivered,PENCIL-0033,PENCIL,2,3.94,7.88,0,0,UK,LON-FC1
CL-1003,ORD-2026-676764-0187,2025-05-19,,DHL,"Newark, NJ","Baltimore, MD",in_transit,STICKER-0081,STICKER,6,4.18,25.08,0,0,US-E,EWR-DC1
CL-1005,ORD-2026-402845-0188,2025-02-25,2025-02-27,FedEx,"Dallas, TX","St. Louis, MO",delivered,MARKER-0121,MARKER,1,7.77,7.77,0,0,US-C,DFW-DC1
CL-1004,ORD-2026-112395-0189,2025-07-17,2025-07-19,FedEx,"Atlanta, GA","Nashville, TN",delayed,PAPER-0062,PAPER,5,16.88,84.4,0,0,US-E,ATL-DC1
CL-1027,ORD-2026-847691-0190,2025-02-14,2025-02-25,USPS,"Newark, NJ","Washington, DC",exception,PAPER-0086,PAPER,1,14.09,14.09,0,0,US-E,EWR-DC1
CL-1003,ORD-2026-381399-0191,2025-01-18,2025-01-19,FedEx,"San Francisco, CA","Salt Lake City, UT",delivered,PAINT-0209,PAINT,1,18.91,18.91,0,0,US-W,SFO-DC2
CL-1023,ORD-2026-403193-0192,2025-09-06,2025-09-14,Royal Mail,"Amsterdam, NL","Hamburg, DE",delayed,PAPER-0032,PAPER,5,6.52,32.6,0,0,EU,AMS-FC1
CL-1028,ORD-2026-975697-0193,2025-03-07,,UPS,"Newark, NJ","Boston, MA",canceled,CRAYON-0201,CRAYON,1,11.69,11.69,0,0,US-E,EWR-DC1
CL-1018,ORD-2026-163958-0194,2025-09-04,2025-09-08,UPS,"London, UK","Manchester, UK",delivered,STICKER-0153,STICKER,2,3.9,7.8,0,0,UK,LON-FC1
CL-1003,ORD-2026-244319-0195,2025-04-10,2025-04-14,DHL,"Newark, NJ","Philadelphia, PA",delivered,BOOK-0170,BOOK,1,18.44,18.44,0,0,US-E,EWR-DC1
CL-1005,ORD-2026-705005-0196,2025-05-18,2025-05-22,DHL,"London, UK","Leeds, UK",delivered,BRUSH-0034,BRUSH,4,11.4,45.6,0,0,UK,LON-FC1
CL-1001,ORD-2026-274864-0197,2025-05-07,2025-05-11,LaserShip,"Chicago, IL","Cleveland, OH",delivered,BOOK-0161,BOOK,1,9.55,9.55,0,0,US-C,CHI-DC1
CL-1004,ORD-2026-988486-0198,2025-08-12,2025-08-17,UPS,"Amsterdam, NL","Cologne, DE",delivered,MARKER-0164,MARKER,3,14.6,43.8,0,0,EU,AMS-FC1
CL-1004,ORD-2026-620059-0199,2025-07-17,2025-07-20,FedEx,"San Francisco, CA","Reno, NV",delivered,PAPER-0217,PAPER,2,7.71,15.42,0,0,US-W,SFO-DC2
CL-1028,ORD-2026-902947-0200,2025-01-13,2025-01-19,DHL,"Los Angeles, CA","San Jose, CA",delivered,MARKER-0128,MARKER,1,10.25,10.25,0,0,US-W,LAX-DC1
CL-1004,ORD-2026-284512-0201,2025-12-24,2025-12-29,OnTrac,"Dallas, TX","Austin, TX",delivered,BOOK-0026,BOOK,2,23.55,47.1,0,0,US-C,DFW-DC1
CL-1004,ORD-2026-980338-0202,2025-02-27,,FedEx,"Berlin, DE","Vienna, AT",in_transit,MARKER-0065,MARKER,1,10.82,10.82,0,0,EU,BER-FC1
CL-1005,ORD-2026-421401-0203,2025-05-18,2025-05-22,FedEx,"San Francisco, CA","Salt Lake City, UT",delivered,PENCIL-0131,PENCIL,6,6.14,36.84,0,0,US-W,SFO-DC2
CL-1012,ORD-2026-729288-0204,2025-10-10,2025-10-15,DHL,"Atlanta, GA","Richmond, VA",delayed,BOOK-0040,BOOK,9,18.67,168.03,0,0,US-E,ATL-DC1
CL-1016,ORD-2026-210177-0205,2025-12-08,2025-12-12,USPS,"Berlin, DE","Munich, DE",delivered,CRAYON-0037,CRAYON,2,8.34,16.68,0,0,EU,BER-FC1
CL-1029,ORD-2026-236176-0206,2025-03-14,2025-03-19,FedEx,"Dallas, TX","San Antonio, TX",delivered,PAPER-0140,PAPER,3,11.44,34.32,0,0,US-C,DFW-DC1
CL-1021,ORD-2026-164342-0207,2025-11-16,2025-11-21,UPS,"Newark, NJ","Washington, DC",delivered,BRUSH-0117,BRUSH,5,16.88,84.4,0,0,US-E,EWR-DC1
CL-1008,ORD-2026-486791-0208,2025-02-24,2025-02-27,DHL,"Berlin, DE","Vienna, AT",delivered,BOOK-0110,BOOK,1,8.8,8.8,0,0,EU,BER-FC1
CL-1030,ORD-2026-521196-0209,2025-03-25,2025-03-29,FedEx,"Atlanta, GA","Charlotte, NC",delivered,MARKER-0206,MARKER,6,11.27,67.62,0,0,US-E,ATL-DC1
CL-1001,ORD-2026-355432-0210,2025-07-25,2025-08-01,FedEx,"Berlin, DE","Munich, DE",delayed,BRUSH-0028,BRUSH,4,7.65,30.6,0,0,EU,BER-FC1
CL-1022,ORD-2026-503472-0211,2025-04-04,2025-04-08,UPS,"London, UK","Manchester, UK",delivered,PENCIL-0095,PENCIL,3,7.46,22.38,0,0,UK,LON-FC1
CL-1014,ORD-2026-479520-0212,2025-05-01,2025-05-02,UPS,"Amsterdam, NL","Paris, FR",delivered,PAINT-0040,PAINT,3,7.21,21.63,1,34,EU,AMS-FC1
CL-1028,ORD-2026-963317-0213,2025-08-09,2025-08-13,FedEx,"Chicago, IL","Indianapolis, IN",delivered,BOOK-0115,BOOK,1,18.16,18.16,0,0,US-C,CHI-DC1
CL-1016,ORD-2026-115713-0214,2025-01-14,2025-01-20,OnTrac,"Chicago, IL","Minneapolis, MN",delayed,PAPER-0049,PAPER,5,15.99,79.95,0,0,US-C,CHI-DC1
CL-1027,ORD-2026-627237-0215,2025-02-15,2025-02-18,DHL,"San Francisco, CA","Boise, ID",delivered,BOOK-0118,BOOK,2,11.24,22.48,0,0,US-W,SFO-DC2
CL-1012,ORD-2026-870848-0216,2025-11-04,2025-11-08,FedEx,"Newark, NJ","Boston, MA",delivered,MARKER-0087,MARKER,3,15.15,45.45,0,0,US-E,EWR-DC1
CL-1001,ORD-2026-382334-0217,2025-10-02,2025-10-05,UPS,"Amsterdam, NL","Brussels, BE",delivered,MARKER-0092,MARKER,1,20.31,20.31,0,0,EU,AMS-FC1
CL-1009,ORD-2026-666188-0218,2025-01-10,2025-01-15,USPS,"Amsterdam, NL","Cologne, DE",delivered,BRUSH-0084,BRUSH,2,10.85,21.7,0,0,EU,AMS-FC1
CL-1005,ORD-2026-715669-0219,2025-11-23,2025-11-27,DPD,"Newark, NJ","Washington, DC",delivered,PAPER-0214,PAPER,7,14.37,100.59,0,0,US-E,EWR-DC1
CL-1005,ORD-2026-533958-0220,2025-05-24,,UPS,"Amsterdam, NL","Hamburg, DE",in_transit,MARKER-0166,MARKER,1,10.05,10.05,0,0,EU,AMS-FC1
CL-1026,ORD-2026-460895-0221,2025-01-30,2025-02-03,DHL,"Atlanta, GA","Tampa, FL",delivered,PAPER-0078,PAPER,1,9.32,9.32,0,0,US-E,ATL-DC1
CL-1012,ORD-2026-833233-0222,2025-09-12,2025-09-17,DHL,"Amsterdam, NL","Paris, FR",delivered,PENCIL-0137,PENCIL,7,8.19,57.33,0,0,EU,AMS-FC1
CL-1018,ORD-2026-930168-0223,2025-02-14,2025-02-17,UPS,"London, UK","Birmingham, UK",delivered,PENCIL-0071,PENCIL,3,9.13,27.39,0,0,UK,LON-FC1
CL-1003,ORD-2026-501662-0224,2025-08-15,2025-08-25,UPS,"San Francisco, CA","Denver, CO",delayed,BOOK-0090,BOOK,3,8.2,24.6,0,0,US-W,SFO-DC2
CL-1007,ORD-2026-954158-0225,2025-01-14,2025-01-19,DHL,"Amsterdam, NL","Hamburg, DE",delivered,CRAYON-0168,CRAYON,3,4.5,13.5,0,0,EU,AMS-FC1
CL-1007,ORD-2026-502332-0226,2025-12-07,2025-12-08,DPD,"Los Angeles, CA","Phoenix, AZ",delivered,CRAYON-0088,CRAYON,4,8.92,35.68,0,0,US-W,LAX-DC1
CL-1030,ORD-2026-578787-0227,2025-02-20,2025-02-21,Royal Mail,"Newark, NJ","Washington, DC",delivered,PAINT-0206,PAINT,1,21.79,21.79,0,0,US-E,EWR-DC1
CL-1002,ORD-2026-385289-0228,2025-01-28,2025-02-03,UPS,"Dallas, TX","Kansas City, MO",delayed,PAINT-0133,PAINT,2,27.84,55.68,0,0,US-C,DFW-DC1
CL-1014,ORD-2026-254694-0229,2025-09-03,2025-09-08,GLS,"Dallas, TX","San Antonio, TX",delivered,PENCIL-0175,PENCIL,5,7.35,36.75,0,0,US-C,DFW-DC1
CL-1005,ORD-2026-371539-0230,2025-03-26,2025-03-27,FedEx,"Atlanta, GA","Tampa, FL",delivered,PENCIL-0176,PENCIL,3,2.59,7.77,0,0,US-E,ATL-DC1
CL-1003,ORD-2026-779425-0231,2025-10-07,2025-10-08,FedEx,"Atlanta, GA","Tampa, FL",delivered,CRAYON-0215,CRAYON,2,9.97,19.94,1,6,US-E,ATL-DC1
CL-1005,ORD-2026-972841-0232,2025-06-21,2025-07-02,FedEx,"Berlin, DE","Warsaw, PL",exception,PAINT-0043,PAINT,3,18.66,55.98,0,0,EU,BER-FC1
CL-1017,ORD-2026-650811-0233,2025-05-04,2025-05-13,FedEx,"Dallas, TX","Oklahoma City, OK",delayed,MARKER-0050,MARKER,2,17.77,35.54,0,0,US-C,DFW-DC1
CL-1002,ORD-2026-615083-0234,2025-03-02,2025-03-08,UPS,"Dallas, TX","Kansas City, MO",delayed,STICKER-0098,STICKER,6,6.47,38.82,0,0,US-C,DFW-DC1
CL-1013,ORD-2026-758297-0235,2025-12-19,2025-12-20,DPD,"Los Angeles, CA","Portland, OR",delivered,PAPER-0105,PAPER,8,11.72,93.76,0,0,US-W,LAX-DC1
CL-1017,ORD-2026-949613-0236,2025-08-13,2025-08-17,FedEx,"San Francisco, CA","Denver, CO",delivered,MARKER-0010,MARKER,2,15.17,30.34,0,0,US-W,SFO-DC2
CL-1004,ORD-2026-723092-0237,2025-11-22,2025-11-26,OnTrac,"Dallas, TX","Austin, TX",delivered,PAPER-0096,PAPER,7,9.91,69.37,1,19,US-C,DFW-DC1
CL-1027,ORD-2026-912377-0238,2025-04-04,2025-04-07,FedEx,"London, UK","Manchester, UK",delivered,CRAYON-0188,CRAYON,1,7.35,7.35,0,0,UK,LON-FC1
CL-1022,ORD-2026-260431-0239,2025-10-22,2025-10-25,USPS,"San Francisco, CA","Salt Lake City, UT",delivered,PAPER-0156,PAPER,1,9.39,9.39,0,0,US-W,SFO-DC2
CL-1004,ORD-2026-546938-0240,2025-01-26,2025-01-27,OnTrac,"Amsterdam, NL","Brussels, BE",delivered,PAPER-0122,PAPER,3,9.48,28.44,0,0,EU,AMS-FC1
CL-1027,ORD-2026-175525-0241,2025-01-04,2025-01-07,LaserShip,"Berlin, DE","Zurich, CH",delivered,PAINT-0099,PAINT,1,26.43,26.43,0,0,EU,BER-FC1
CL-1017,ORD-2026-634839-0242,2025-01-06,2025-01-10,FedEx,"Los Angeles, CA","Seattle, WA",delayed,CRAYON-0051,CRAYON,9,8.17,73.53,0,0,US-W,LAX-DC1
CL-1005,ORD-2026-123612-0243,2025-08-05,2025-08-08,DHL,"Amsterdam, NL","Cologne, DE",delivered,CRAYON-0017,CRAYON,2,10.82,21.64,0,0,EU,AMS-FC1
CL-1014,ORD-2026-759317-0244,2025-12-12,2025-12-17,Royal Mail,"Atlanta, GA","Orlando, FL",delayed,CRAYON-0070,CRAYON,5,6.19,30.95,1,25,US-E,ATL-DC1
CL-1021,ORD-2026-669094-0245,2025-07-28,2025-07-31,UPS,"Los Angeles, CA","Portland, OR",delivered,BRUSH-0104,BRUSH,3,5.17,15.51,0,0,US-W,LAX-DC1
CL-1029,ORD-2026-330919-0246,2025-03-09,2025-03-13,Royal Mail,"London, UK","Leeds, UK",delivered,STICKER-0028,STICKER,1,8.35,8.35,0,0,UK,LON-FC1
CL-1001,ORD-2026-476817-0247,2025-08-14,,LaserShip,"Chicago, IL","Detroit, MI",in_transit,PAINT-0220,PAINT,1,13.94,13.94,0,0,US-C,CHI-DC1
CL-1003,ORD-2026-493609-0248,2025-05-11,,DPD,"Newark, NJ","Baltimore, MD",in_transit,PENCIL-0046,PENCIL,5,6.88,34.4,0,0,US-E,EWR-DC1
CL-1005,ORD-2026-289621-0249,2025-03-01,2025-03-05,USPS,"London, UK","Manchester, UK",delivered,MARKER-0183,MARKER,2,18.07,36.14,1,13,UK,LON-FC1
CL-1001,ORD-2026-110538-0250,2025-09-19,2025-09-24,UPS,"Berlin, DE","Munich, DE",delivered,PENCIL-0114,PENCIL,4,6.44,25.76,0,0,EU,BER-FC1
CL-1017,ORD-2026-310570-0251,2025-07-05,2025-07-09,UPS,"Dallas, TX","Austin, TX",delivered,CRAYON-0185,CRAYON,2,8.21,16.42,0,0,US-C,DFW-DC1
CL-1006,ORD-2026-895871-0252,2025-06-21,2025-06-26,USPS,"Los Angeles, CA","San Jose, CA",delivered,BOOK-0010,BOOK,1,18.12,18.12,0,0,US-W,LAX-DC1
CL-1004,ORD-2026-700682-0253,2025-12-19,2025-12-22,UPS,"Amsterdam, NL","Hamburg, DE",delivered,PAINT-0098,PAINT,3,27.39,82.17,0,0,EU,AMS-FC1
CL-1006,ORD-2026-644310-0254,2025-04-20,2025-04-30,GLS,"Chicago, IL","Detroit, MI",exception,STICKER-0096,STICKER,1,8.58,8.58,0,0,US-C,CHI-DC1
CL-1006,ORD-2026-474803-0255,2025-01-07,2025-01-11,UPS,"Los Angeles, CA","Portland, OR",delivered,MARKER-0013,MARKER,1,8.2,8.2,0,0,US-W,LAX-DC1
CL-1003,ORD-2026-412179-0256,2025-03-02,,FedEx,"London, UK","Birmingham, UK",in_transit,STICKER-0215,STICKER,16,6.34,101.44,0,0,UK,LON-FC1
CL-1002,ORD-2026-714804-0257,2025-05-25,2025-05-26,DHL,"San Francisco, CA","Reno, NV",delivered,PAPER-0123,PAPER,1,9.49,9.49,0,0,US-W,SFO-DC2
CL-1026,ORD-2026-136871-0258,2025-01-15,2025-01-19,UPS,"Newark, NJ","Washington, DC",delivered,CRAYON-0185,CRAYON,4,5.05,20.2,0,0,US-E,EWR-DC1
CL-1008,ORD-2026-288821-0259,2025-11-11,2025-11-19,USPS,"Chicago, IL","Milwaukee, WI",delayed,BRUSH-0085,BRUSH,3,12.19,36.57,0,0,US-C,CHI-DC1
CL-1025,ORD-2026-237318-0260,2025-06-29,2025-07-01,FedEx,"Los Angeles, CA","Phoenix, AZ",delivered,CRAYON-0115,CRAYON,1,10.09,10.09,0,0,US-W,LAX-DC1
CL-1008,ORD-2026-754860-0261,2025-03-24,2025-03-29,DHL,"Chicago, IL","Milwaukee, WI",delivered,MARKER-0047,MARKER,1,14.56,14.56,0,0,US-C,CHI-DC1
CL-1003,ORD-2026-328876-0262,2025-12-23,,UPS,"London, UK","Manchester, UK",in_transit,PAPER-0015,PAPER,2,17.19,34.38,0,0,UK,LON-FC1
CL-1030,ORD-2026-316909-0263,2025-04-09,2025-04-11,USPS,"San Francisco, CA","Sacramento, CA",delivered,PAINT-0154,PAINT,2,25.56,51.12,0,0,US-W,SFO-DC2
CL-1003,ORD-2026-664626-0264,2025-09-11,2025-09-14,FedEx,"Amsterdam, NL","Cologne, DE",delivered,STICKER-0041,STICKER,11,7.26,79.86,1,6,EU,AMS-FC1
CL-1020,ORD-2026-382826-0265,2025-02-20,2025-02-23,UPS,"Chicago, IL","Indianapolis, IN",delivered,PENCIL-0007,PENCIL,2,4.92,9.84,0,0,US-C,CHI-DC1
CL-1005,ORD-2026-971460-0266,2025-06-08,2025-06-12,FedEx,"Dallas, TX","St. Louis, MO",delivered,BRUSH-0037,BRUSH,4,14.95,59.8,0,0,US-C,DFW-DC1
